condcode,cond.name,blockindex,Listnum,set,Condition,cond.cloze,good.bad,itemcode#,version,Word1,Word2,Word3,Word4,Word5,Word6,Word7,Target,Continuation,Target.Freq,Target.Prob,Nresponses,Response1,Response2,Response3,Response4,Response5,Response6,Response7,Response8,Response9,Response10,Response11,Response12,Response13,Response14,Response15,Response16,Response17,Response18,Response19,Response20,Response21,Response22,Response23,Response24,Response25,Response26,Response27,Response28,Response29,Response30,Response31,Response32,Response33,Response34
1,old.high,1,2,111,old,high,g,79,b,The coach,learned,which,fan,the,referee,had,yelled,at during the time-out.,3,0.1,30,argued with,banished,ejected,ejected,ejected,ejected,ejected,expelled,expelled,given a verbal warning,kicked out,kicked out of the game,kicked out of the game,known,offended,pointed to,ran,removed from the game,removed from the game,scolded,scolded,talked about,thrown a ball at,thrown out,to evict from the stadium,to tell to get out of the field,upset,yelled at,yelled at,yelled at,,,,
2,old.low,1,1,111,old,low,b,79,a,The coach,learned,which,footballer,the,referee,had,yelled,at during the time-out.,0,0,31,blown his whistle at,blown the whistle at,called a foul on,called a foul on,disqualified,ejected,ejected,ejected,flagged,fouled,fouled,fouled,given a penalty to,hated,penalized,penalized,penalized,penalized,penalized,penalized,penalized,penalized ,problems with,punished,removed from the game,ruled against,scolded,signaled out,the most touch downs,thrown out,warned,,,
3,new.high,1,4,111,new,high,g,79,d,The footballer,learned,which,fan,the,referee,had,yelled,at during the time-out.,4,0.133333333,30,angered,asked to move,banished,banned,banned from the stadium,called,chastised,ejected,ejected,ejected,ejected,ejected,ejected,ejected,hated,high-fived,kicked out of the game,kicked out the game,looked at,penalized,punched in the face. ,relied on for penalties,thrown out,thrown out,thrown out of the game,to ban,yelled at,yelled at,yelled at,yelled at,,,,
4,new.low,1,3,111,new,low,b,79,c,The fan,learned,which,footballer,the,referee,had,yelled,at during the time-out.,0,0,32,admonished,argued with,awarded,blown the whistle on,called,called,called out,carded,carded,disliked,dismissed,ejected,ejected,fined,flagged,flagged,fouled,penalized,penalized,penalized,penalized,penalized,penalized,penalized,pulled out of the game,punished,pushed,reprimanded,thrown a flag on,tossed,tossed,yellow carded,,
1,old.high,2,3,112,old,high,g,80,b,The mother,stated,which,pediatrician ,the,nurse,had,recommended,to regularily see.,12,0.375,32,advised against,advocated,been working with,called,chosen,fired,liked,partnered up with,recommended,recommended,recommended,recommended,recommended,recommended,recommended,recommended,recommended,recommended,recommended,recommended,referred to,requested,said was the nicest,selected,suggested,taken care of her baby,treated,used,worked at,worked for,worked for,worked for,,
2,old.low,2,4,112,old,low,b,80,a,The mother,stated,which,child,the,nurse,had,recommended,to regularily see.,0,0,30,already performed a checkup on,assisted,assisted,been handling poorly,cared for,cared for,chastised,delivered,dropped,drugged,fed,fed,given her,given the vaccine to,head lice ,healed,helped,helped,helped,helped deliver,inoculated,medicated,nursed at birth,saved,seen,seen,shaken,taken care of,taken care of,working,,,,
3,new.high,2,1,112,new,high,g,80,d,The child,stated,which,pediatrician ,the,nurse,had,recommended,to regularily see.,6,0.193548387,31,asked him to see,assisted,consulted,fought with,helped,helped,kicked,kissed,molested,pointed to,reccomended,recommended,recommended,recommended,recommended,recommended,recommended,recommended to his mother,referred,reported to,said,seen,sent,sent in to see her,spoke to. ,spoken,talked about,talked to,to talk to,told her about,worked for,,,
4,new.low,2,2,112,new,low,b,80,c,The pediatrician ,stated,which,child,the,nurse,had,recommended,to regularily see.,0,0,30,already helped,chosen for a free flu shot,dropped,examined,given a lollipop,given a shot,given a shot to,given shots to,given the shot to,held,helped,helped,helped,inoculated,seen,seen,seen,smacked,spoken to,to weigh next,treated,treated,treated,treated,treated,treated,treated,treated ,treated unfairly,vaccinated,,,,
1,old.high,3,1,113,old,high,g,82,a,The administrator,recognized,which,pupil,the,tutor,had,taught,math weekly to.,8,0.266666667,30,been helping,been working with,described,formed an inappropriate relationship with,greatly improved academic wise,helped,helped,helped,helped,helped,helped,helped the most,hired. ,instructed,instructed,recommended ,slept with,taken under his wing,taught,taught,taught,taught,taught,taught,taught,tought,tought,trained,tutored,tutored,,,,
2,old.low,3,2,113,old,low,b,82,b,The administrator,recognized,which,advisor,the,tutor,had,taught,math weekly to.,0,0,31,accused of malvesance,admired,asked for advice,consulted,consulted,deemed appropriate,given the document to,guidance from,helped,helped,helped,helped,hired,learned from,liked,looked up to,picked,praised,praised,questioned,recommended,recommended,recommended. ,seen,seen,selected,spoken with,studied with,suggested,teamed up with,worked under,,,
3,new.high,3,3,113,new,high,g,82,c,The advisor,recognized,which,pupil,the,tutor,had,taught,math weekly to.,11,0.366666667,30,been helping,been working with the most,helped,helped,helped,helped,helped,helped,mentioned,schooled,seen,spent time with,taught,taught,taught,taught,taught,taught,taught,taught,taught,taught,taught ,to help study,trouble helping,tutored,tutored,worked with,worked with,worked with before,,,,
4,new.low,3,4,113,new,low,b,82,d,The pupil,recognized,which,advisor,the,tutor,had,taught,math weekly to.,0,0,32,been assigned to,cheated,chosen,helped,helped,hit,learned from,mentioned,picked,picked,preferred,quoted,recommended,recommended,recommended,recommended,recommended,replaced,reported to,respected,sanctioned,seen,spoken with,studied with,supervising him,talked to,turned to,tutored,used,used,worked for,worked with,,
1,old.high,4,3,114,old,high,g,90,b,The fashion designer ,guessed,which,techie,the,photographer,had,hired,for the shoot.,5,0.161290323,31,asked for help,asked for help,asked to help him with the  shoot,assist him,been talking about,called,chosen,chosen,consulted,employed,enhance the photos,grind his lense,hated,hired,hired,hired,hired,hired,hit,liked,photographed,photoshop his photograph,picked,selected,shot,taken,taken his broken camera to,trouble working with,used,used,used,,,
2,old.low,4,4,114,old,low,b,90,a,The fashion designer ,guessed,which,model,the,photographer,had,hired,for the shoot.,0,0,30,a crush on,an affair with,choosen,chosen,chosen,chosen,chosen,dated,filmed,photographed,photographed,photographed,photographed,photographed,photographed,photographed,photographed,photographed ,photoshopped,picked,preferred,preferred,shot,shot,shot with,slept with,slept with,spoken to,taken nude photos of,taken pictures of,,,,
3,new.high,4,2,114,new,high,g,90,d,The model,guessed,which,techie,the,photographer,had,hired,for the shoot.,11,0.34375,32,banged,fired,flirted with,helped,hired,hired,hired,hired,hired,hired,hired,hired,hired,hired,hired,paid,photographed,photographed,photographed,photographed,promoted,purchased,reprimanded,selected,spoken of,took pictures of,used,used,used,used,worked with,worked with,,
4,new.low,4,1,114,new,low,b,90,c,The techie,guessed,which,model,the,photographer,had,hired,for the shoot.,1,0.033333333,30,been using,bought,bought,bought,hired,invited,met,photographed,photographed,photographed,photographed,photographed ,picked,problems with,purchased,purchased,purchased,shot,shot,taken pictures of,taken pictures with,the most fun with,to shoot,used,used,used,used,used,used,used for the photoshoot,,,,
1,old.high,5,1,115,old,high,g,93,a,The deputy,deduced,which,hooligan,the,guard,had,detained,during the fight.,3,0.090909091,33,accused,admonished,apprrehended,arrested,arrested,beaten,beaten,beaten,beaten up,captured,caught,caught,caught,caught on tape,detained,detained,detained,found vandalizing the building,planned to arrest,protected,punched,punched,punished,pursued,ran after,reported,seen,set free,set free,struck,subdued,tackled,witnessed,
2,old.low,5,2,115,old,low,b,93,b,The deputy,deduced,which,victim,the,guard,had,detained,during the fight.,0,0,33,assaulted,assualted,attacked,beaten,beaten,choked,choked,chosen,contacted,found ,hit,hit,hurt,intimidated,jailed,killed,last spoken to,molested,murdered,murdered,protected,punched,punished,punished,questioned,rescued,saved from the attacker. ,seen,shot,shot,shot,shot,spoken with,
3,new.high,5,4,115,new,high,g,93,c,The victim,deduced,which,hooligan,the,guard,had,detained,during the fight.,5,0.151515152,33,abused,apprehended,apprehended,apprehended ,arrested,arrested,arrested,arrested ,attained,beaten,beaten,beaten up,captured,caught,caught,chased,detained,detained,detained,detained,detained,heard,hired,punched,seen,seen,seen,shot,spotted,stopped,tracked,trounced,underestimated,
4,new.low,5,3,115,new,low,b,93,d,The hooligan,deduced,which,victim,the,guard,had,detained,during the fight.,1,0.029411765,34,arrested,assaulted,beaten,been tipped off by,brutalized,captured,caught,caught,helped,helped,helped,helped,helped,hid,hit,imprisoned,interrogated,interviewed,interviewed,killed,mistreated,protected,protected,protected,protected,protected,questioned,rescued,rescued,saved from the murder,sex with,stolen from,suspected,talked to
1,old.high,1,4,116,old,high,g,94,a,The journalist,reported,which,politician,the,activist,had,supported,during the elections.,2,0.060606061,33,assaulted,attacked,attacked,bribed,colluded with,conversed with,exposed,fought,hated,hated,heckled,outed,paid,picketed,picketed,protested,protested,protested,protested against,protested against,questioned,rebuked,said embezzled money. ,seen,shot,shot,shouted at,spoken about,supported,supported,visited,voted for,voted for,
2,old.low,1,3,116,old,low,b,94,b,The journalist,reported,which,voter,the,activist,had,supported,during the elections.,1,0.03030303,33,approached,assaulted,attacked,attacked,attacked,blocked,campaigned for,coerced,contacted,converted,convinced,injured,interviewed,lied,manipulated,opposed,persuaded,persuaded,protested,protested against,seized,selected,singled out,solicited,spoken to,spoken to,spoken with,spoken with,supported,supported,supported ,swayed to their side,voted for,
3,new.high,1,2,116,new,high,g,94,c,The voter,reported,which,politician,the,activist,had,supported,during the elections.,4,0.117647059,34,approached,assaulted,attacked,attacked,attacked,attacked,bought,campaigned against,denounced,denounced,donated to,feelings for,fled from,interviewed,paid,picked,pied,protested,protested,protested against,punched,smeared with paint,spit on,supported,supported,supported,supported,threatened,thrown paint at,turned down,uncovered ,voted for,voted for,worked for
4,new.low,1,1,116,new,low,b,94,d,The politician,reported,which,voter,the,activist,had,supported,during the elections.,1,0.03030303,33,arrested,assaulted,bribed,bullied,chosen,converted,convinced,embarrassed,fired,harrassed,harrassed,harrassed,influenced,influenced,influenced,interviewed,interviewed,intimidated,met,paid off,polled,selected,singled out,supported,talked to,talked to,talked to,targeted,terrorized,tried to influence,voted for,wooed,yelled at,
1,old.high,2,2,117,old,high,g,96,b,The street vendor,saw,which,panhandler,the,shopkeeper,had,caught,trying to steal.,2,0.060606061,33,beat up,beaten,berated,caught,caught,chased,chased away,chased away,chided,complained about,fallen victim to,fed,given money to,greeted,helped,kicked out,paid,patronized,pushed away,removed from the property,reported,scared off,seen steal,shooed away,shooed away,sought after,spoken to,swindled,talked,thrown out,yelled at,yelled at,yelled at,
2,old.low,2,1,117,old,low,b,96,a,The street vendor,saw,which,pedestrian ,the,shopkeeper,had,caught,trying to steal.,0,0,34,accosted,beaten,called out to,chased,chased out of the shop,chased out of the store,cheated,drriven out of his store,eyed,eyed,grabbed,helped,hit,in his store,invited,persuaded,refused service to,ripped off,robbed,seen,shot,sold the item to,sold to,sold to,sold to,solicited,spoken to,stopped,stopped,swindled,to chase after,tripped,yelled at,yelled at
3,new.high,2,3,117,new,high,g,96,d,The pedestrian,saw,which,panhandler,the,shopkeeper,had,caught,trying to steal.,3,0.090909091,33,accosted,asked to leave,attacked,booted,caught,caught,caught,chased away,expelled,favored,given money to,greeted,helped,helped,helped,hosed down,ignored,ignored,observed,pushed,removed,removed from the storefront,robbed,scolded,seen,sold,talked to,thrown out,tipped,witnessed,yelled at,yelled at,yelled at ,
4,new.low,2,4,117,new,low,b,96,c,The panhandler,saw,which,pedestrian,the,shopkeeper,had,caught,trying to steal.,0,0,33,accused,attempted to lure into the store,chased,chased off,chosen,given change to,harassed,helped,helped,hit,hit,hit with the broom,kicked out,pickpocketed,pointed out,punched,refunded,served,shaken hands with,sold the merchandise to,sold to,spoken to,spoken to,spoken with,stolen from,talked to,targeted,threatened,thrown out of the store. ,tried to trick,tripped,waved to,yelled at,
1,old.high,3,4,118,old,high,g,98,a,The journalist,knew,which,firefighter,the,mayor,had,awarded,a medal to.,2,0.060606061,33,awarded,awarded,commended,commended,complimented,declared a hero,decorated,fired,fired,fired,fired,given a medal,given a medal to,given an award to,given recognition to,hired,honored,honored,honored,honored,honored,honored ,interacted with,met,murdered,praised,praised,promoted,promoted,promoted to fire chief,rewarded,rewarded,thanked,
2,old.low,3,3,118,old,low,b,98,b,The journalist,knew,which,arsonist,the,mayor,had,awarded,a medal to.,1,0.03030303,33,accused,accused,accused,arrested,arrested,blamed,caught,condemned ,contact with,convicted,discovered,first suspected,framed,hired,identified,identified,indicted. ,infuriated,jailed,known,murdered,ordered arrested,pardoned,pardoned,pointed out,reported,shunned,suspected,suspected,suspected,talked about,talked about,targeted,
3,new.high,3,1,118,new,high,g,98,c,The arsonist,knew,which,firefighter,the,mayor,had,awarded,a medal to.,3,0.088235294,34,acknowledged,appointed,arrested,arrested,awarded,awarded,awarded,chosen,chosen,commended,commended,congradulated,consulted,demoted,deployed,favored,fired,fired,fired,given a medal,given a medal,given a medal to,hired,honored,honored,honored with a medal,investigating the fie,promoted,recognized,rewarded,selected,spoken to,supported,thanked
